Age,Gender,Education,Years_of_Experience,Platforms_Worked,Weekly_Work_Hours,Monthly_Income,Active_Platforms,Top_Challenges,Order_Cancellation_Freq,Confidence_Road_Safety,Training_Interests,Preferred_Learning_Mode,Preferred_Training_Time,Training_Motivation,Mobile_App_Comfort,GPS_Usage_Freq,Follows_Tips_Online,Online_Community_Member,Interested_in_RiderBoost,Recommend_Score,Willingness_to_Pay,Expected_Benefit
69,Female,High School,4,"Zomato, DoorDash, Deliveroo",51,896,1,"Low pay, Unsafe conditions, Customer complaints",Sometimes,1,Route optimization,Audio,Weekends,Certification,1,Always,No,Yes,No,8,25,Health & safety
29,Male,Graduate Degree,1,"Deliveroo, Talabat, Uber Eats",52,1663,1,"Unsafe conditions, Customer complaints",Sometimes,5,"Communication skills, Safety practices, Customer service",Videos,Weekends,"Better income, Career growth",5,Sometimes,Yes,No,No,4,14,Faster delivery
39,Male,High School,1,Uber Eats,48,1777,1,Low pay,Sometimes,5,"Communication skills, Route optimization",In-person,Evenings,"Certification, Skill-building",4,Always,Yes,Yes,No,10,0,Social recognition
24,Male,High School,0,Other,37,1857,1,"Fatigue, Navigation issues",Often,4,"Safety practices, Route optimization",Interactive app,Flexible,Skill-building,1,Always,No,No,Yes,9,6,Better income
30,Female,College,1,"Talabat, Deliveroo",48,1831,1,Unsafe conditions,Often,3,Safety practices,In-person,Flexible,"Peer competition, Better income, Career growth",4,Rarely,Yes,Yes,No,10,0,"Social recognition, Better income"
44,Male,College,0,"DoorDash, Deliveroo",57,1336,2,Customer complaints,Sometimes,5,"Safety practices, Route optimization, Fitness and health",Videos,Evenings,"Certification, Career growth, Peer competition",2,Often,No,Yes,Maybe,6,20,Faster delivery
25,Male,College,2,"DoorDash, Zomato, Deliveroo",39,1705,1,"Unsafe conditions, Navigation issues",Never,1,Route optimization,Videos,Evenings,"Career growth, Peer competition",5,Often,No,No,Yes,7,3,"Fewer complaints, Faster delivery"
44,Female,High School,7,Talabat,66,1051,3,"Unsafe conditions, Low pay, Customer complaints",Sometimes,4,"Communication skills, Customer service, Safety practices, Route optimization",In-person,Mornings,"Career growth, Certification, Skill-building",5,Always,Yes,Yes,Maybe,7,9,"Health & safety, Better income"
36,Male,No schooling,2,"Other, Zomato, Deliveroo",40,2482,1,"Customer complaints, Unsafe conditions, Low pay",Sometimes,2,"Route optimization, Customer service",Interactive app,Mornings,"Career growth, Skill-building, Peer competition",4,Often,Yes,No,Yes,6,33,"Better income, Fewer complaints"
26,Male,Graduate Degree,3,"Deliveroo, Other, Talabat",45,1648,1,Unsafe conditions,Sometimes,3,"Route optimization, Customer service, Communication skills, Safety practices",In-person,Weekends,"Skill-building, Better income",1,Sometimes,Yes,Yes,Yes,9,21,"Better income, Faster delivery"
35,Male,High School,4,"Deliveroo, Zomato, Talabat",38,1556,1,"Fatigue, Low pay",Sometimes,4,Communication skills,Interactive app,Evenings,Certification,3,Always,Yes,Yes,Yes,5,3,"Health & safety, Social recognition"
38,Male,College,3,Zomato,47,2594,1,"Unsafe conditions, Fatigue, Navigation issues",Sometimes,1,Communication skills,Interactive app,Flexible,"Peer competition, Career growth",4,Often,Yes,Yes,Yes,8,23,Faster delivery
35,Female,College,3,"Other, Uber Eats",28,1179,3,Low pay,Always,5,"Route optimization, Safety practices",Reading materials,Weekends,"Certification, Career growth, Better income",5,Always,Yes,Yes,Maybe,6,8,"Social recognition, Health & safety"
17,Male,College,1,"Deliveroo, Zomato",40,1237,1,"Fatigue, Low pay",Rarely,1,Fitness and health,Audio,Weekends,"Better income, Career growth",3,Often,Yes,No,Maybe,8,23,Faster delivery
24,Male,High School,6,"Other, Uber Eats, Talabat",34,1252,3,Low pay,Sometimes,5,"Customer service, Communication skills, Fitness and health",Audio,Weekends,Certification,4,Often,No,No,No,10,11,"Health & safety, Better income"
28,Female,High School,7,"Other, Deliveroo",46,1766,3,"Customer complaints, Navigation issues",Never,4,"Customer service, Safety practices",Videos,Weekends,"Peer competition, Certification",2,Always,No,No,Maybe,7,5,"Social recognition, Better income"
29,Female,College,0,"DoorDash, Uber Eats, Talabat",55,2016,2,"Customer complaints, Unsafe conditions, Navigation issues",Always,3,"Route optimization, Communication skills, Customer service, Fitness and health",Reading materials,Flexible,"Better income, Career growth, Peer competition",3,Always,Yes,Yes,Yes,9,4,"Better income, Social recognition"
35,Female,College,1,Deliveroo,51,2170,2,Unsafe conditions,Rarely,4,"Fitness and health, Communication skills, Route optimization",Audio,Weekends,"Better income, Career growth",5,Often,Yes,Yes,Yes,6,18,Better income
31,Male,Graduate Degree,2,"Other, Deliveroo, Talabat",21,3086,2,Low pay,Never,1,"Fitness and health, Route optimization, Communication skills, Safety practices",Interactive app,Evenings,Career growth,4,Often,Yes,Yes,Yes,5,24,"Fewer complaints, Health & safety"
19,Male,High School,1,Other,65,675,1,Unsafe conditions,Sometimes,1,"Communication skills, Route optimization, Fitness and health, Customer service",Interactive app,Mornings,"Peer competition, Certification, Career growth",5,Often,Yes,Yes,Maybe,10,19,"Health & safety, Fewer complaints"
33,Prefer not to say,High School,4,Uber Eats,48,2104,2,"Unsafe conditions, Navigation issues",Sometimes,2,"Route optimization, Customer service, Safety practices",In-person,Flexible,"Career growth, Certification",3,Sometimes,No,No,Yes,8,11,"Social recognition, Fewer complaints"
35,Female,Graduate Degree,2,"Other, Uber Eats, DoorDash",37,1521,1,"Navigation issues, Fatigue",Rarely,2,"Fitness and health, Safety practices, Route optimization, Customer service",In-person,Evenings,"Peer competition, Career growth, Skill-building",3,Often,Yes,Yes,Maybe,7,0,"Health & safety, Social recognition"
34,Male,College,7,Talabat,47,1507,1,"Fatigue, Customer complaints, Unsafe conditions",Sometimes,5,"Route optimization, Fitness and health, Safety practices",Interactive app,Evenings,"Better income, Skill-building",3,Sometimes,No,Yes,No,8,9,"Social recognition, Faster delivery"
39,Male,College,5,"Talabat, DoorDash",47,1490,1,"Low pay, Navigation issues, Unsafe conditions",Sometimes,1,"Communication skills, Fitness and health, Route optimization, Customer service",Interactive app,Evenings,"Peer competition, Better income",5,Always,Yes,Yes,Maybe,5,2,"Fewer complaints, Better income"
37,Male,High School,3,"Other, DoorDash",38,1346,2,"Unsafe conditions, Low pay",Never,2,"Route optimization, Fitness and health, Customer service, Communication skills",In-person,Mornings,"Better income, Peer competition, Skill-building",2,Always,No,No,Yes,8,29,"Fewer complaints, Better income"
34,Female,College,5,"Deliveroo, Other",47,2642,3,"Low pay, Navigation issues, Fatigue",Sometimes,2,"Customer service, Communication skills, Fitness and health, Route optimization",Audio,Mornings,"Certification, Peer competition",3,Often,Yes,No,Yes,7,11,"Fewer complaints, Social recognition"
29,Male,College,5,"Other, Uber Eats",39,2221,1,Unsafe conditions,Often,4,"Route optimization, Customer service",Videos,Mornings,"Certification, Peer competition, Career growth",3,Often,No,Yes,No,8,18,"Social recognition, Faster delivery"
17,Male,College,2,"DoorDash, Deliveroo, Other",41,1812,3,"Unsafe conditions, Navigation issues",Sometimes,5,"Communication skills, Safety practices, Route optimization",In-person,Evenings,"Career growth, Peer competition",5,Often,No,Yes,No,10,12,"Fewer complaints, Faster delivery"
33,Male,High School,1,"Zomato, Talabat, Deliveroo",38,2476,1,"Customer complaints, Unsafe conditions, Navigation issues",Often,3,Route optimization,Audio,Mornings,"Peer competition, Better income, Certification",5,Always,No,Yes,Yes,10,19,Fewer complaints
32,Female,No schooling,3,"DoorDash, Talabat",31,1044,1,"Fatigue, Navigation issues",Sometimes,4,"Fitness and health, Safety practices",Audio,Weekends,Peer competition,3,Always,No,Yes,Maybe,4,22,"Faster delivery, Fewer complaints"
32,Female,College,5,"Zomato, Deliveroo, Other",46,1135,1,"Customer complaints, Low pay",Sometimes,5,"Communication skills, Customer service, Safety practices",Audio,Mornings,"Skill-building, Certification, Career growth",4,Always,Yes,No,Maybe,3,38,"Fewer complaints, Social recognition"
20,Male,High School,3,"Other, Zomato, Talabat",51,711,1,"Low pay, Navigation issues",Never,5,"Route optimization, Communication skills",Reading materials,Flexible,"Certification, Career growth",1,Always,No,Yes,Yes,7,10,"Faster delivery, Social recognition"
21,Female,High School,0,DoorDash,50,1450,1,Customer complaints,Rarely,4,"Fitness and health, Communication skills, Safety practices, Customer service",Reading materials,Evenings,"Peer competition, Skill-building, Better income",2,Always,Yes,Yes,Yes,7,25,"Faster delivery, Fewer complaints"
38,Non-binary,Graduate Degree,1,"Deliveroo, Zomato",53,1881,2,"Fatigue, Unsafe conditions, Customer complaints",Often,2,Customer service,Audio,Evenings,Skill-building,4,Often,Yes,Yes,Yes,5,18,"Faster delivery, Health & safety"
30,Male,High School,3,Zomato,48,1851,3,"Navigation issues, Low pay",Always,2,"Fitness and health, Route optimization, Safety practices, Communication skills",Interactive app,Weekends,"Skill-building, Better income",1,Sometimes,Yes,Yes,Yes,5,9,Better income
35,Male,College,3,"Other, DoorDash",40,1875,1,"Navigation issues, Fatigue, Customer complaints",Sometimes,3,"Communication skills, Customer service, Fitness and health",Reading materials,Mornings,"Peer competition, Certification, Career growth",3,Always,No,No,No,5,10,"Faster delivery, Social recognition"
30,Male,High School,7,"Other, Talabat, Zomato",53,1094,1,Customer complaints,Never,3,Communication skills,In-person,Mornings,"Certification, Skill-building",5,Sometimes,No,Yes,Yes,10,20,"Faster delivery, Health & safety"
30,Female,College,0,"Zomato, Deliveroo",31,2202,3,"Navigation issues, Low pay, Unsafe conditions",Rarely,5,"Customer service, Safety practices",Reading materials,Flexible,Career growth,4,Always,No,Yes,No,6,12,"Faster delivery, Health & safety"
38,Male,Graduate Degree,4,"Zomato, Other, Uber Eats",36,1920,2,Customer complaints,Sometimes,3,"Communication skills, Safety practices, Fitness and health",Interactive app,Weekends,Career growth,4,Always,No,No,No,4,16,"Fewer complaints, Health & safety"
26,Female,High School,6,"Other, Deliveroo, Talabat",35,2167,1,"Navigation issues, Fatigue",Sometimes,4,Route optimization,Videos,Flexible,"Peer competition, Skill-building",2,Always,Yes,Yes,Yes,7,22,"Faster delivery, Fewer complaints"
31,Female,No schooling,8,"Zomato, DoorDash",56,854,1,"Navigation issues, Fatigue, Unsafe conditions",Never,3,"Route optimization, Communication skills, Customer service, Fitness and health",Reading materials,Flexible,"Peer competition, Skill-building, Better income",2,Often,No,No,Yes,7,40,Fewer complaints
26,Male,High School,2,"Uber Eats, Zomato",54,1956,3,"Fatigue, Customer complaints, Navigation issues",Always,1,"Communication skills, Route optimization",Audio,Evenings,"Skill-building, Career growth",1,Always,No,Yes,Yes,5,15,Health & safety
27,Female,High School,4,"Uber Eats, Zomato, Talabat",50,1206,2,Fatigue,Sometimes,5,"Customer service, Communication skills",Audio,Evenings,Skill-building,4,Always,Yes,Yes,Yes,8,4,"Better income, Social recognition"
28,Male,College,4,"Zomato, Talabat, DoorDash",56,1601,1,"Fatigue, Navigation issues, Low pay",Always,1,"Customer service, Route optimization",Audio,Mornings,"Certification, Peer competition",3,Always,Yes,Yes,Yes,9,19,Fewer complaints
32,Male,Graduate Degree,3,Deliveroo,36,2067,1,Fatigue,Often,5,"Safety practices, Fitness and health, Route optimization, Customer service",Videos,Mornings,Career growth,1,Always,No,Yes,Maybe,6,10,"Health & safety, Fewer complaints"
26,Female,High School,3,"Deliveroo, Zomato",48,1846,3,Unsafe conditions,Often,5,"Safety practices, Communication skills",Interactive app,Flexible,"Skill-building, Better income",4,Always,No,Yes,Yes,4,34,"Faster delivery, Fewer complaints"
40,Female,High School,4,Uber Eats,44,1374,1,"Fatigue, Low pay",Sometimes,4,"Fitness and health, Customer service",In-person,Mornings,Skill-building,3,Never,No,Yes,Yes,6,10,Health & safety
23,Male,High School,2,"Other, Deliveroo, DoorDash",53,1803,3,Low pay,Sometimes,2,"Communication skills, Fitness and health, Customer service, Route optimization",Interactive app,Flexible,Better income,5,Often,No,Yes,Yes,8,15,"Social recognition, Better income"
29,Female,College,4,Uber Eats,44,1034,1,"Customer complaints, Low pay, Navigation issues",Sometimes,3,"Safety practices, Customer service, Route optimization",Videos,Mornings,Peer competition,2,Often,No,Yes,Yes,3,21,"Health & safety, Social recognition"
26,Female,No schooling,3,"Deliveroo, DoorDash, Other",41,2375,2,Customer complaints,Sometimes,1,"Safety practices, Customer service, Fitness and health, Communication skills",Audio,Mornings,"Career growth, Better income, Skill-building",2,Sometimes,No,Yes,Yes,8,20,"Better income, Faster delivery"
42,Male,College,3,Uber Eats,50,1697,1,"Unsafe conditions, Navigation issues",Sometimes,3,"Safety practices, Route optimization",Interactive app,Evenings,Peer competition,1,Always,No,No,No,6,29,Better income
32,Prefer not to say,College,7,"Zomato, Talabat",54,2359,1,"Unsafe conditions, Navigation issues",Always,5,"Safety practices, Route optimization, Communication skills, Customer service",In-person,Evenings,"Career growth, Better income, Peer competition",2,Always,No,Yes,Yes,7,22,"Better income, Social recognition"
38,Male,College,2,Other,38,1537,3,"Fatigue, Navigation issues",Often,1,"Fitness and health, Safety practices",Audio,Evenings,Skill-building,2,Sometimes,Yes,Yes,Maybe,6,38,Fewer complaints
18,Male,High School,2,Uber Eats,44,1538,1,"Fatigue, Unsafe conditions",Often,1,"Fitness and health, Safety practices, Communication skills, Customer service",In-person,Evenings,Skill-building,3,Rarely,No,No,Yes,5,19,Social recognition
32,Male,College,7,"DoorDash, Talabat, Deliveroo",34,1418,2,Unsafe conditions,Often,5,"Route optimization, Fitness and health, Customer service, Communication skills",Reading materials,Weekends,"Certification, Peer competition, Skill-building",5,Often,Yes,Yes,Maybe,7,28,"Faster delivery, Better income"
37,Female,High School,1,"Other, DoorDash",20,2238,1,"Customer complaints, Low pay",Rarely,3,"Communication skills, Customer service",In-person,Evenings,Certification,3,Always,No,Yes,Maybe,6,10,"Faster delivery, Better income"
31,Female,High School,2,"Zomato, Other",47,1445,1,"Navigation issues, Customer complaints, Unsafe conditions",Never,1,Route optimization,Audio,Weekends,"Better income, Peer competition",3,Often,Yes,Yes,Yes,6,35,Better income
39,Male,College,3,"Uber Eats, Other, DoorDash",51,2122,1,Customer complaints,Sometimes,3,"Safety practices, Customer service, Communication skills",Reading materials,Evenings,"Certification, Peer competition",5,Sometimes,Yes,Yes,Yes,5,12,Fewer complaints
26,Male,College,5,"Other, Uber Eats, DoorDash",48,1609,2,Unsafe conditions,Sometimes,1,"Fitness and health, Safety practices, Communication skills, Customer service",Audio,Mornings,"Better income, Career growth",4,Sometimes,Yes,Yes,Yes,8,30,"Fewer complaints, Health & safety"
41,Female,No schooling,3,"DoorDash, Uber Eats",26,812,1,"Navigation issues, Low pay",Often,2,Safety practices,Audio,Flexible,"Better income, Skill-building",1,Often,No,No,No,9,24,Faster delivery
48,Male,High School,0,"Talabat, DoorDash",41,1515,1,Fatigue,Sometimes,4,Route optimization,Reading materials,Mornings,Career growth,3,Always,Yes,No,Maybe,5,16,Social recognition
27,Female,High School,2,"Zomato, Uber Eats, Deliveroo",23,1210,1,"Unsafe conditions, Low pay",Sometimes,5,"Customer service, Communication skills, Route optimization, Safety practices",In-person,Mornings,"Better income, Skill-building, Peer competition",5,Often,Yes,Yes,Yes,7,30,"Social recognition, Fewer complaints"
26,Female,High School,2,"Deliveroo, Other",59,1817,2,"Navigation issues, Unsafe conditions",Sometimes,4,"Fitness and health, Safety practices, Customer service",Videos,Weekends,"Skill-building, Peer competition, Career growth",2,Often,Yes,Yes,Yes,5,15,Faster delivery
42,Male,High School,3,Zomato,34,1205,2,Unsafe conditions,Never,3,"Route optimization, Safety practices, Communication skills",Videos,Evenings,"Peer competition, Better income, Skill-building",5,Sometimes,Yes,Yes,Maybe,8,29,Social recognition
43,Non-binary,High School,4,"Talabat, Deliveroo",58,2263,1,"Fatigue, Navigation issues",Sometimes,4,"Communication skills, Safety practices",Videos,Flexible,"Skill-building, Better income, Career growth",2,Often,Yes,No,Maybe,7,19,"Faster delivery, Social recognition"
26,Male,High School,4,"Talabat, DoorDash, Other",54,1754,1,"Unsafe conditions, Navigation issues",Often,4,Fitness and health,Videos,Flexible,Peer competition,3,Always,Yes,Yes,No,6,11,"Faster delivery, Better income"
27,Prefer not to say,College,1,"DoorDash, Uber Eats",36,1711,3,"Fatigue, Customer complaints",Rarely,4,Communication skills,Interactive app,Evenings,"Career growth, Better income",2,Often,Yes,Yes,Maybe,7,18,Better income
28,Female,College,5,"DoorDash, Talabat",34,2128,1,"Fatigue, Customer complaints",Sometimes,4,"Customer service, Safety practices, Fitness and health",Videos,Weekends,"Better income, Career growth, Peer competition",2,Often,Yes,Yes,Yes,9,15,"Health & safety, Better income"
19,Female,College,4,"Zomato, DoorDash, Uber Eats",49,2282,3,"Navigation issues, Unsafe conditions, Fatigue",Sometimes,5,"Fitness and health, Communication skills",Reading materials,Weekends,"Certification, Career growth, Skill-building",4,Always,Yes,Yes,No,4,11,Faster delivery
23,Male,High School,6,"Zomato, Other, DoorDash",37,1790,3,"Customer complaints, Fatigue",Rarely,2,"Route optimization, Customer service",Videos,Weekends,Skill-building,2,Rarely,Yes,Yes,No,4,17,"Faster delivery, Social recognition"
22,Female,Graduate Degree,4,Deliveroo,46,1414,2,"Fatigue, Unsafe conditions, Low pay",Rarely,2,Safety practices,Audio,Flexible,"Career growth, Certification",2,Always,No,Yes,No,8,19,"Social recognition, Faster delivery"
24,Male,College,5,"Talabat, Other, Zomato",40,913,1,"Navigation issues, Fatigue, Unsafe conditions",Always,4,"Customer service, Route optimization, Fitness and health, Safety practices",Videos,Weekends,Certification,5,Often,Yes,No,Yes,7,0,Faster delivery
30,Male,College,4,Talabat,27,1457,3,"Customer complaints, Fatigue",Sometimes,2,"Communication skills, Safety practices, Customer service, Fitness and health",In-person,Weekends,"Career growth, Peer competition",2,Often,Yes,Yes,Yes,7,20,"Better income, Social recognition"
32,Male,College,6,"Uber Eats, DoorDash, Deliveroo",23,1491,2,Fatigue,Rarely,2,"Customer service, Fitness and health, Safety practices, Communication skills",Reading materials,Flexible,"Better income, Career growth, Peer competition",3,Always,Yes,Yes,Yes,9,22,Fewer complaints
42,Male,Graduate Degree,4,"Zomato, DoorDash",47,1854,2,"Low pay, Fatigue",Rarely,5,Route optimization,Reading materials,Flexible,"Better income, Certification",5,Always,Yes,No,Yes,8,30,"Social recognition, Health & safety"
22,Male,College,3,Zomato,39,1627,1,"Customer complaints, Fatigue",Sometimes,4,"Communication skills, Fitness and health, Safety practices",Interactive app,Mornings,"Peer competition, Career growth, Skill-building",4,Always,Yes,Yes,Yes,10,3,"Faster delivery, Social recognition"
38,Female,High School,8,"DoorDash, Talabat",39,2144,1,"Unsafe conditions, Navigation issues, Fatigue",Sometimes,3,"Safety practices, Fitness and health",Audio,Flexible,Better income,5,Rarely,Yes,Yes,No,9,5,Better income
28,Female,College,5,"Zomato, Other",52,1494,1,"Navigation issues, Low pay",Sometimes,4,Communication skills,Reading materials,Evenings,"Skill-building, Certification",4,Often,No,Yes,Yes,8,17,"Health & safety, Social recognition"
30,Male,College,4,"Other, Deliveroo, Uber Eats",57,1771,2,"Low pay, Fatigue",Never,2,"Route optimization, Customer service, Safety practices, Communication skills",In-person,Flexible,"Peer competition, Career growth, Skill-building",3,Often,No,Yes,Yes,7,8,Health & safety
35,Female,College,0,"Other, Zomato",42,2392,2,Fatigue,Often,3,"Fitness and health, Safety practices, Route optimization, Customer service",Videos,Flexible,"Certification, Career growth",2,Always,Yes,Yes,Maybe,7,3,"Better income, Fewer complaints"
21,Male,College,0,"DoorDash, Uber Eats, Deliveroo",42,1971,1,"Customer complaints, Low pay",Sometimes,2,"Communication skills, Customer service, Route optimization",Reading materials,Weekends,"Career growth, Skill-building",3,Always,No,No,Maybe,7,11,Health & safety
33,Female,High School,4,"Zomato, DoorDash",50,1770,1,"Navigation issues, Unsafe conditions",Sometimes,2,"Communication skills, Route optimization, Customer service, Safety practices",In-person,Mornings,"Certification, Peer competition, Skill-building",4,Rarely,Yes,No,Yes,7,11,"Social recognition, Fewer complaints"
31,Female,High School,3,"Other, Deliveroo",31,1499,1,"Navigation issues, Unsafe conditions",Sometimes,1,"Communication skills, Route optimization",Videos,Weekends,"Peer competition, Skill-building",3,Always,No,Yes,Yes,5,5,"Better income, Health & safety"
34,Male,Graduate Degree,2,"Zomato, Uber Eats, Other",47,1483,2,"Low pay, Customer complaints",Sometimes,1,"Communication skills, Fitness and health",Interactive app,Mornings,"Certification, Skill-building, Better income",3,Always,Yes,Yes,Maybe,8,5,"Health & safety, Faster delivery"
32,Female,College,3,"Deliveroo, DoorDash",51,1375,3,Navigation issues,Often,1,"Safety practices, Route optimization, Fitness and health, Customer service",Reading materials,Weekends,Better income,2,Often,No,Yes,Maybe,7,14,"Faster delivery, Better income"
50,Male,College,6,DoorDash,52,1529,1,"Unsafe conditions, Fatigue, Navigation issues",Always,2,Fitness and health,Reading materials,Evenings,"Certification, Peer competition",3,Always,Yes,Yes,Yes,8,1,"Faster delivery, Health & safety"
25,Male,High School,4,"DoorDash, Talabat",26,2178,1,"Unsafe conditions, Fatigue, Customer complaints",Sometimes,4,Safety practices,In-person,Weekends,"Career growth, Certification",3,Often,No,Yes,Yes,6,0,Faster delivery
26,Female,High School,1,"Deliveroo, Zomato, Talabat",37,1689,1,"Navigation issues, Customer complaints",Often,4,Fitness and health,Audio,Weekends,Career growth,3,Often,Yes,Yes,Yes,6,16,"Fewer complaints, Health & safety"
25,Male,College,3,"Deliveroo, Talabat, DoorDash",36,1125,2,"Customer complaints, Low pay, Fatigue",Often,2,Fitness and health,Interactive app,Evenings,"Skill-building, Better income",3,Always,Yes,Yes,No,7,30,"Faster delivery, Fewer complaints"
26,Male,College,1,Other,46,2684,2,"Navigation issues, Customer complaints, Unsafe conditions",Always,1,Customer service,Audio,Evenings,"Certification, Career growth",4,Often,No,Yes,Yes,8,22,Health & safety
25,Male,College,2,"Uber Eats, Deliveroo, Talabat",50,1960,3,Fatigue,Rarely,2,"Safety practices, Customer service",Reading materials,Flexible,"Certification, Peer competition",3,Often,Yes,Yes,Yes,6,27,"Better income, Faster delivery"
40,Female,High School,2,"Other, Zomato, Uber Eats",60,1097,1,"Navigation issues, Customer complaints, Unsafe conditions",Sometimes,4,Route optimization,Audio,Weekends,"Career growth, Better income, Peer competition",4,Always,No,Yes,Yes,10,0,Health & safety
41,Male,College,2,"Uber Eats, Other, DoorDash",40,1579,3,"Unsafe conditions, Customer complaints, Low pay",Rarely,4,Fitness and health,Videos,Evenings,"Peer competition, Career growth",5,Always,No,Yes,Maybe,10,1,Health & safety
25,Male,High School,0,"Deliveroo, DoorDash, Other",40,1855,1,Fatigue,Often,5,Customer service,Interactive app,Evenings,"Better income, Skill-building",4,Always,Yes,No,Yes,4,15,"Fewer complaints, Health & safety"
23,Female,College,3,"Deliveroo, Talabat",56,2652,2,"Fatigue, Navigation issues",Never,4,Route optimization,Audio,Flexible,"Skill-building, Certification",4,Always,Yes,Yes,Yes,5,23,Health & safety
34,Female,High School,2,Other,48,1246,1,"Navigation issues, Unsafe conditions",Sometimes,5,"Customer service, Route optimization",Videos,Mornings,"Certification, Peer competition",1,Never,Yes,No,Maybe,7,21,"Health & safety, Social recognition"
26,Male,High School,3,Other,58,2288,3,"Customer complaints, Navigation issues, Fatigue",Sometimes,2,"Customer service, Fitness and health, Communication skills, Safety practices",In-person,Evenings,"Skill-building, Better income",4,Always,No,No,Yes,8,2,Health & safety
35,Male,College,7,"Talabat, Uber Eats, Other",48,6151,2,"Unsafe conditions, Customer complaints",Sometimes,4,"Customer service, Safety practices, Communication skills",Audio,Evenings,"Certification, Career growth",1,Always,Yes,No,Yes,10,26,"Fewer complaints, Faster delivery"
32,Male,Graduate Degree,5,Talabat,33,1486,2,"Fatigue, Unsafe conditions",Sometimes,5,"Fitness and health, Customer service, Route optimization",Interactive app,Weekends,"Better income, Skill-building",4,Often,Yes,Yes,No,7,14,"Fewer complaints, Social recognition"
18,Male,High School,2,Deliveroo,32,1661,3,Fatigue,Often,4,"Safety practices, Customer service, Fitness and health",Videos,Flexible,"Certification, Career growth",3,Always,No,No,Yes,7,23,"Faster delivery, Social recognition"
42,Male,College,3,"Talabat, Deliveroo",29,1282,1,"Fatigue, Navigation issues, Customer complaints",Sometimes,5,Fitness and health,Audio,Weekends,"Career growth, Peer competition, Skill-building",2,Often,Yes,Yes,Maybe,5,9,Social recognition
44,Female,High School,1,Deliveroo,52,1698,1,"Low pay, Fatigue, Unsafe conditions",Often,4,"Route optimization, Customer service, Communication skills",In-person,Mornings,Peer competition,4,Rarely,No,Yes,Yes,4,0,Better income
25,Female,High School,6,"Other, Zomato",57,1782,3,"Low pay, Unsafe conditions",Rarely,4,"Communication skills, Route optimization, Fitness and health, Safety practices",Audio,Flexible,"Skill-building, Career growth, Peer competition",3,Always,No,Yes,Yes,7,23,"Fewer complaints, Better income"
27,Female,No schooling,7,"Uber Eats, Talabat, Zomato",63,2130,1,Customer complaints,Sometimes,3,"Communication skills, Fitness and health, Customer service",Videos,Weekends,"Better income, Peer competition, Career growth",1,Always,Yes,Yes,Maybe,10,20,Better income
32,Male,High School,3,Other,53,2345,1,"Low pay, Unsafe conditions, Fatigue",Sometimes,2,"Customer service, Safety practices, Fitness and health, Route optimization",Audio,Evenings,Skill-building,2,Often,Yes,Yes,Yes,7,3,Better income
33,Female,College,5,Deliveroo,57,1426,1,"Low pay, Unsafe conditions, Fatigue",Never,2,Fitness and health,Interactive app,Evenings,"Peer competition, Better income",2,Often,No,Yes,No,5,8,Fewer complaints
35,Male,High School,3,Uber Eats,39,816,2,"Fatigue, Low pay, Navigation issues",Sometimes,4,Fitness and health,Reading materials,Flexible,"Better income, Career growth, Certification",3,Always,Yes,Yes,Yes,8,22,Social recognition
46,Non-binary,High School,0,"Zomato, Uber Eats",33,1789,1,"Navigation issues, Fatigue",Sometimes,5,Fitness and health,Videos,Evenings,"Career growth, Peer competition, Skill-building",3,Often,Yes,Yes,Yes,3,17,"Health & safety, Faster delivery"
29,Female,Graduate Degree,2,"Uber Eats, Other, Talabat",54,1947,1,Navigation issues,Sometimes,1,"Communication skills, Safety practices, Customer service, Route optimization",Videos,Weekends,"Career growth, Skill-building",3,Often,Yes,Yes,Maybe,7,187,"Faster delivery, Health & safety"
24,Male,High School,3,Zomato,49,1925,1,"Fatigue, Unsafe conditions",Often,5,"Safety practices, Customer service, Fitness and health",Videos,Flexible,Skill-building,1,Always,No,Yes,Yes,9,10,"Faster delivery, Social recognition"
19,Female,College,2,"DoorDash, Other",46,1637,1,"Fatigue, Low pay, Customer complaints",Sometimes,4,Safety practices,Videos,Evenings,"Certification, Career growth",3,Always,No,No,Yes,5,29,"Fewer complaints, Faster delivery"
24,Male,High School,3,"Other, Talabat, Zomato",49,9460,3,"Navigation issues, Unsafe conditions, Fatigue",Never,2,"Customer service, Communication skills, Fitness and health",Audio,Evenings,"Career growth, Better income, Certification",4,Always,Yes,Yes,Yes,10,14,Faster delivery
30,Female,College,3,"Talabat, Other",48,2558,3,"Unsafe conditions, Navigation issues",Rarely,5,"Customer service, Route optimization",Interactive app,Mornings,Peer competition,4,Always,Yes,Yes,Yes,8,0,Social recognition
44,Male,High School,3,"Uber Eats, Deliveroo",58,1991,2,"Customer complaints, Fatigue, Navigation issues",Sometimes,3,"Safety practices, Route optimization",In-person,Mornings,Peer competition,3,Always,No,No,No,10,16,Social recognition
26,Male,High School,3,Other,58,1613,1,"Fatigue, Customer complaints, Navigation issues",Rarely,4,"Customer service, Safety practices, Route optimization",Interactive app,Flexible,"Certification, Better income",5,Always,No,Yes,Maybe,4,21,Fewer complaints
32,Female,High School,1,"Uber Eats, DoorDash",50,1550,3,"Unsafe conditions, Customer complaints, Navigation issues",Never,5,"Route optimization, Safety practices, Fitness and health, Customer service",Videos,Mornings,Skill-building,5,Often,Yes,Yes,No,7,18,"Health & safety, Faster delivery"
